text1,text2
蜂拥蝶涌花香处，心湖月影映娇柳,燕舞莺歌韵浅时，慧质兰芬弄焦琴
业绍箕裘传万世,联盟诗酒乐千秋
走马细观，只缘春在桃源里,腾龙劲舞，为有业兴华夏中
鞭炮声声除旧岁,凯歌阵阵迎新春
宗文祖武光华夏,耀斗辉星灿毕奎
气概不凡，一言臣九鼎,英雄未老，独步涉三江
夫妻分睡无情对,弟子同行得意中
集思广益，代表共谋强国计,图治励精，神州高唱富民歌
以往深情多浪漫,如今绮梦转凄凉
赝品时呈，乱花渐欲迷人眼,奇珍每见，异彩总能惊我心
印记斑驳说岁月,时光荏苒叹春秋
端心固直,处世施圆
名将图形，上征列宿,好官布泽，下颂二天
法治中华，风清日暖江山丽,文明新会，虎跃龙腾天地宽
三家巷,五丈原
摇来小棹承芳露,识得春风度玉门
蕴藉清香，浓淡皆宜随客愿,葱茏绿色，沉浮不计见君心
玉宇光明明日月,莲花馥郁郁荷塘
天外峰头狮起舞,云间招手佛随缘
一轩净土容君雅,两棹清风任客闲
众生未渡何称佛,苦海依然枉念经
净门一尘不染,土寺五戒森严
小康入户，小龙起舞齐天乐,大路通村，大海放歌万里春
生命诚为可贵，让鲜花处处添春色,安全真不能忘，把工地时时作课堂
联联皆想美，长联不比短联美,对对总求工，自对需如互对工
浅深看水石,来往逐云山
如画江山，金猴挥棒舞春色,似歌岁月，喜鹊登枝报福音
藏名漫拟随龙尾,画壁何年倩虎头
画里孤魂凄倩女,词中小令摸鱼儿
沙腾金浪地吞火,湖泛银波天展蓝
独立寒秋，雁字无踪谁寄信,微言冷夜，心潮叠浪月知音
临案铺宣云试笔,起身弄曲水滑弦
浣溪石上窥明月,向日楼中吹落梅
资水流长，楚天碧浪交相映,会龙春永，名士青山得益彰
江吞沱水连天阔,风过泸州带酒香
京鸣凤律，笔端雅韵心中谱,联跃龙津，宇内新潮网上飞
香海飘香，民众千载乐,港人治港，祖国万年春
风卷帘纱，寂寂香斋青玉案,曲留小院，深深笔韵高阳台
碧水流霞，古寨江川秀,清风朗日，竹乡门户新
空同多闻，素处以默,弥勒一笑，春光大来
银蛇送福，生态新城家家乐,骏骝迎春，吉祥马陆步步高
世事循环，不计贫贫富富,爱情永结，何求暮暮朝朝
把酒凭栏思故里,踏青折柳看新枝
到老始得清静日,来生难忘雅安时
潮涌广陵，磬声飞远梵,树连邗水，铃语出中天
一马当先，忽有灵思宜纵笔,三峰在上，了无新意莫题诗
方丈内河山万里,顷刻间今古千秋
不关果报方行善,岂为功名始读书
酒醉千江月,春盈五福堂
鸳鸯相戏水色美,琴瑟偕弹福音多
风流倜傥春风客,浪漫狷狂放浪人
诗到老年惟有辣,书如佳酒不须甜
大爱引真情，龙脊鸿恩馨沃土,名园抒感慨，巴渝故事注基因
锡福呈祥，寒夜雪梅红北阙,良师益友，玉盘金月朗中天
网开一面，各留退路,笔下千钧，谁忌空谈
芙蓉照水清凉月,丹桂流香缱绻诗
每值端阳怀屈子,常将甲午警平民
政惠三农，水色山光齐出彩,春荣百粤，人居市貌恰如花
槐陌柳亭无限事,云阶月地一相过
独孤唯一盏,乐喜有双杯
利剑高悬，老虎苍蝇藏无计,宏图细绘，兴邦强国治有方
何须魏帝一丸药,且尽卢仝七碗茶
紫气东来顺,夕阳西下红
若欲登峰，且度沧桑于静处,果真有梦，何愁风雨在之中
谏纣进忠言，辉煌殿宇存肝胆,归周成义举，锦绣湖山播姓名
万里春风传捷报,九州黎庶奔小康
卢沟蕴文明，龙腾万里,晓月藏古韵，蛇舞千姿
雪掩梅香花入夜,风摇竹影月当窗
不信英年输老气,但知白首胜黄毛
缘悭一面，文友口碑树遗范,伤逝周年，论坛铅泪思萎哲
鱼跃鸢飞，滚滚春潮催四化,月圆花好，溶溶喜气入人家
芳臭百年随变灭,短长千古只纷纭
炼石补天，确信火花能耀世,有香如故，难输俏色不争春
丽质超然，玉立亭亭尘间仙女,娇姿妩媚，冰清袅袅水里美人
顺应潮流开富路,发扬智慧拓财源
鹏程万里兴骏业,鸿运千秋绘锦图
梅开小院传香远,文化大国载道长
未免切禅怯花影,始知小驿是枫香
絮语一程常执手,人间何处不多情
山藏岁月苔痕重,风过廊桥书味浓
一视同仁人是本,兼听并重理为绳
望君似岁穷黎隐,与物胥春岂弟怀
草木芳菲，蝶醉花风春缱绻,阳光灿烂，燕穿柳浪舞婆娑
蝶恋花香枝上醉,江南柳韵树下诗
欢会,壮行
少壮,老粗
杂花香宿雨,新叶养晴天
樵夫不砍连理树,光棍难得共枕眠
收尽烟云增画卷,汲来泉水润诗篇
有骨文章修字外,无痕秋水落诗中
作基督徒，当行基督道,信马列教，应读马列书
锦绣河山遍地画,幸福生活满园诗
四海春风洽,千年夏历长
狭路相逢勇者胜,青史不著狂生名
趁月观灯，柳横月影乱人影,沿江度曲，琴伴江声和笛声
伊，无辜人民，惶惶度日何时了,美，要强总统，耿耿于怀哪刻休
磨字三更灯火旺,开怀一笑海天舒
固穷遗俗虑,晏坐多奇怀
花揉溪涧梳纤草,雨润山林点杏红
莫同权论理,少向霸说情
春意盎然，祖国山河景色秀,东风浩荡，神州大地气象新
检验检疫检自身,守法守规守国门
故人相约同舟渡,逝水无情和泪流
财源滚滚随春到,喜气洋洋伴福来
柜前架上千堆宝,字里行间万两金
寄身山水舍名姓,涉足岛礁行主权
张灯结彩，喜气洋洋迎稔岁,打鼓敲锣，欢声阵阵贺新春
民意尚清廉，六中精神合民意,人心兴社稷，三个代表顺人心
新苔依旧阶前翠,老柳如期窗外青
千古女儿湖，卿本奈何？士为知己,六朝烟雨梦，红催紫燕，绿锁金陵
德星聚贤人聚,泰阶平天下平
三更积雪埋青瓦,千里月光照粉墙
桃花含泪谢春雨,堤柳挺身斗晓霜
小鸟依人真可爱,荒山出鬼不惊奇
教子教孙，何妨常授爱莲说,于公于己，定要多看捉鬼篇
忆品佳肴思美味,香留桂客醉酤坊
窗前远景儿孙志,刀下孤魂将帅功
从来腰自小,所贵心之珍
一窗叶雨秋风度,满目青山夕照明
山色四时碧,松筠百度贞
耕读传家千世业,祥光普照太平春
纵歌吟庄子,痛饮读离骚
静处也闻香，梅其知我,寒中犹觉暖，春却多情
人能如意，何必虚名扬海内,我即开心，只求墨色染楹间
一叶轻舟驰碧水,半锅热火涮鲜鱼
岛出为莲柱,根盘倚凤城
启十三五玉局，标新领异京津冀,施百万千廉政，笑语欢歌天地人
救死扶伤，当好白衣战士,妙手回春，攀登医学高峰
竹树新栽，作亭为爱东林好,轩窗洞启，得意方知隐趣幽
快马,轻车
坚守清廉，且莫亏心惊夜梦,排除贪欲，谨防伸手陷牢笼
六朝古刹,七祖道场
名言留誉河东郡,德政传声正气堂
序次丁卯临春，春风得意,年称戊辰辞岁，岁月知心
醒眼看人还是醉,园居虽好不如山
龙吟旧岁丰收景,蛇舞新春欢乐图
远交投分修华馔,介福逢缘莅碧楼
遁迹空门，身依泉石花为侣,虚怀灵境，性习烟霞月作朋
传承国粹宏猷展,统领联军壮志酬
虽碌碌一生，谁不曾心猿意马,但泱泱千载，人都是暮楚朝秦
闲话三观多哲理,人心叵测见殊途
寂寞草庐欢笔墨,幽然茅屋乐诗词
探春试问桃花价,买酒新来竹叶牌
大康兴业十年，同铺风雨路,鞋市领军数载，尽献梓桑情
酒入愁肠苦,情添蜜意甜
自写梅花藏画箧,稼培桐树作琴材
红星点赞夸联好,绿叶相扶立意高
览镜知惭宏宝训,规今师古振禅林
身端知脚稳,手巧见心灵
翰墨人生，可叹浮云三两笔,春秋兴替，追思故国五千年
闺女倚门，云母屏前愁玉蕊,仙人扶杖，石膏模里塑金枝
嗣后尊贤让好友,林丛艳色染丹枫
无礼不成理,为官才买冠
乙夜联成金马署,亥年春泛木兰桥
一腔爱意慕容俏,千里寄情梦特娇
燕剪一帘风絮,春衔几点桃花
半空灯火明，且看九霄开闹市,一夜晋龙舞，又逢四海庆嘉辰
邀请清风来对句,推辞明月去联欢
国粹有缘留指爪,擂台无故拌跟头
枝头鹊闹声声喜,梁上燕鸣户户祥
东风破冻江苏醒,老马出山谢觉哉
雁过皆无信，空余憔悴,天明独倚楼，坐到黄昏
不尽晴涛拍岸,千秋霸业随风
任它篱外纷纷扰,煮酒窗前郁郁香
梨花春雨余，百尺飞澜鸣碧井,莲荡香风里，一杯潋滟泛金波
灵禽洞晓山中语,愚拙痴寻世外情
龙腾虎跃人间事,鸟语花香天下春
青莲净世分三宝,苦海无涯归十方
醉后常思，我欲乘风归去,梦中长记，你曾踏月走来
热血沸腾温度计,笑容灿烂退烧针
知向谁边？战士指看南粤,此行何处？红旗跃过汀江
已传童子骑青竹,唤取佳人午绣筵
黄莺声里春光翠,素蝶衣中花雨红
日从莫后群功止,天始明时万念除
上下同心，继往开来挥赤帜,老新交替，承前启后绘蓝图
秋花锦石谁能数,高栋层轩已自凉
小病不胜春，多少心期伤暮,幽怀知有恨，别来容易经秋
除弊兴邦，手举清风扶正气,尽忠报国，胸怀大志斗凶顽
韵远长沙怡野鹤,书香斗室写新诗
惜花最怕秋霜重,恨水因嫌愁意多
江南一夜芭蕉雨,塞北成天沙漠风
研花入笔成佳句,挥毫泼墨绘丹青
尽占岭南千万景,偏安尘外百十年
潋滟一杯，心醉清泉应有梦,苍茫满眼，天开灵抱岂无诗
千竿竹里花枝动,五凤楼前明月新
大海波恬，仰灵妃之德，贤良遗泽,长天云静，叹圣殿其雄，慈爱垂庥
霜花满鬓秋何过,心绪一怀月不知
夕阳几度怜清照,明月如何负子瞻
月移花影横窗瘦,风送蕙香入座清
多节本怀端直性,焚香不为贱贫身
待细听笛声却淡,惊回顾我梦半空
少帅精忠坚抗日,英雄壮志得成城
情难物外适,香爱雨中新
口香糖，去膻除臭留香味,落水狗，勿怜莫救任水淹
春色浮枝桑叶小,暖风登岸柳芽青
林与亭阴合,山当竹外崇
独酌花间，举杯欲醉邀明月,相逢梦里，执手无言叹紫萍
十载问山终有语,一生与佛早结缘
应是无声啼出日,犹开一茎报新天
归去洞箫传故里,寄来杨柳忆江南
和风生玉树,瑞霭映瑶池
焱焱大火炎,晶晶旭日昌
成就多多，时伴梅花艳,安民岁岁，常贴福字红
羊岁同餐年夜饭,新春共庆舜尧天
女神觅沫若,衰雁鸣悲鸿
树大招风根柢硬,潮平落月水流长
洁己箴言清肺腑,沁人妙句爽心神
翠竹君子骨,大漠英雄魂
须尊师重教,待举栋兴邦
茶熟松风生石鼎,香残云缕绕蒲团
新岁沐春风，小康最喜平安地,华堂添异彩，厚禄长居幸福家
天眨春星，案翻古卷,窗摇梅影，梦染幽香
烟波淡荡摇天碧,楼殿参差倚夕阳
一山百瀑千帘挂,六合八荒万马腾
浮花拥曲处,新雨到山时
几世几劫，才到华枝春满处,一年一度，唯盼天心月园时
画梅香韵梦千里,扬柳纤姿醉四方
慎独不惹风尘苦,到死难闻罗绮香
万竹扫天青欲雨,一峰受月白成霜
一扇轻风摇雨梦,两行热泪坠花魂
订约自冰人，琴瑟和鸣音早达,传言上月老，鸾凰雅韵意俱昭
深恩未报羞为子,饮泣难消欲断肠
叩舷歌巨浪,横笛啸长风
加餐醒午梦,得酒近丁沽
桔井泉香，丹心除疾苦,杏林春暖，妙手送温情
吉人自有天相,盛世难得圣贤
磨墨尚思梅助兴,泥炉更有酒初温
奎壁光生云汉晓,芝兰香霭玉堂春
行云流水谁飞笔,卧虎藏龙我立书
夕阳谢幕留精彩,红杏出墙招是非
愧无心志并花眠,幸有闲暇与月酌
红尘热闹白云冷,绿野迷离黑水奇
抱月听泉，一枕荷风香入梦,眠云卧石，万千尘事幻如烟
三杯落肚身心畅,一棒当头手尾长
信步联林开画眼,浮舟艺海惜春阳
无情应属桃花雨,好梦当归杨柳风
省己明人，四时高月交诤友,沉香毓韵，千年密水可清心
破茧何来？织就蝶衣织就锦,随风而逝，懒为花事懒为怀
月圆饼好情难禁,日短茶凉意未闲
芦溪流今古,天井蕴阴阳
尚,卑
古色古香，画栋雕梁，江楼辉赤县,大才大略，裁云镂月，橘塔振河山
繁星垂野同地久,明月入怀共天长
一日工资八两肉,十年学习没文凭
水有情怀山有梦,风无羁绊月无尘
奥运烽烟今夜起,金牌捷报每天传
父训遵循诚孝子,朝纲整饬实明君
山药可医心病,阳光能治夜盲
居贤名、店有名，名扬四海,广飨客、楼迎客，客满一堂
梦醒徒然伤半世,花开惊觉又一春
植树造林，青山永不老,改革开放，事业出新人
滩声秋后壮,山色晚来清
山色湖光归一览,欧公坡老峙千秋
果行修洁，斯文彪蔚,量海容物，直绳闲邪
咳！仆本丧心，有贤妻何至若此,啐！妇虽长舌，非老贼不到今朝
嗟一战，殒命血海千万众,叹二劫，葬身荒丘半亿人
饱尝桔柚槿梨味,不许苏黄李杜传
大江东去无穷水,乔木中兴不老松
一叶残秋枝上恋,千江冷月水中流
网上在天在上网,台中绿豆绿中台
莫叹天涯远,唯思缘份深
客醉寸滩，乘长风欲揽明月,我临仙镜，摘星斗以缀白云
秋荼知世味,黑发晓窗寒
细品苦丁，人生自有芳香味,闲吟菊韵，笔墨常存淡雅心
宫殿六朝遗古迹,水天一色无津涯
高德擎天，四面云山拱一阁,清风步月，万家灯火接九霄
民心是把公平秤,军队该当正义师
古柏尚留今日翠,青云莫道故人多
紫气东来，海上犹传天乐近,云霞西涌，人间长见法轮新
竹露荷风薰夏夜,沏茶倒水使秋香
玉宇,琼楼
通道,卡门
大道畅春风，改革加鞭催骏马,中原舒丽日，扶摇着力翥云鹏
心如花瓣净,情若水波柔
画帘轻卷，看细雨织成景色,竹院闲开，任斜风荡漾碧波
门闾恢廓容旋马,筑构轩昂绕瑞云
心累时常缄口,事烦从不皱眉
祥云岁岁迷金屋,瑞气年年罩玉堂
玉树琪花，四照光芒含保气,青虬紫燕，九天飞舞骋春风
期盼有心承美意,谁知无奈毁痴情
只有云烟勾我瘾,焉无风韵醉君心
极目孤鸿，流霞一抹残阳远,倾心万仞，叠嶂千层云雾低
无定河边，清波岂诉春闺梦,千狮桥上，游客还吟太子诗
寿佛故乡生态美,凤仙熟地苦丁香
春满人间，琼楼若笋,龙行天下，盛业如虹
大学说生财，从寡疾舒关国计,史记传货殖，农工商贾悉民情
一壶春色近,半枕月光寒
善果善终便是佛,诚笃诚实而为德
真知更在险峰外,大学都于闹市边
秋光满目，半生寂寞诗词赋,山色一怀，万里风情笔墨修
自伤恨水流红袖,未见刚峰许太眉
鹤白舞云腾碧野,泉清弄杖倚寒岩
阁羁风浪，唯期岁岁平安日,佛共江流，但得人人菩萨心
千家如意迎春梦,万善临门沐喜年
党恤民、政安民、民无所虑,我尊老、你敬老、老有何忧
织锦描春，虎跃龙腾新世纪,依山傍水，南移东扩大滁州
天道酬勤兴百业,脊梁固本惠三农
静悟生灵性,高瞻得大观
绣户香风暖,兰窗喜气新
一诚担道义骋怀百业,双信播爱心情系万民
调蛋白玻璃才蜡线,擂梅花收放趁食风
稻草捆秧--父绑子,豆萁燃火--娘温儿
渊静不流留龙梦,天高无语雨雷声
馆藏万卷,史证千年
近水遥山闲处好,春花秋月静时奇
云起时，水焕精神，山增灵气,龙腾日，佛传禅韵，世颂尧天
高手如云逢际遇,大头跟雨有渊缘
一代翰林风月手,六朝兰锜谢王家
十星璀璨光荆楚,万户文明映九州
结义三人，而今长吟陇头流水,伤怀两地，从此怎著商山风情
十里飞泉绕丹灶,千寻幽涧浴云衣
窗外风光铺画卷,房前山水写文章
人和家和万事和，时和景泰,天顺地顺千秋顺，雨顺风调
应世会须思有九,居心常守畏之三
仪容俨雅缁衣泪,体态肥雍酒肉油
此署非州县公门，何妨私谒,所由是圣贤直路，不许横行
